Type,Nom de fonction racine,Nom de la fonction,Échantillons inclusifs,Échantillons exclusifs,% d'échantillons inclusifs,% d'échantillons exclusifs,
"Root","iTextSharp.text.pdf.PdfPTable.AddCell","iTextSharp.text.pdf.PdfPTable.AddCell",47,0,"1,04","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.AddCell","EssaiJobImp.ParseurBL.miseEnForm",47,0,"1,04","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.AddCell","[clr.dll]",2,2,"0,04","0,04",
"Callee","iTextSharp.text.pdf.PdfPTable.AddCell","iTextSharp.text.pdf.PdfPCell..ctor",3,0,"0,07","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.AddCell","iTextSharp.text.pdf.PdfPCell.set_RunDirection",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.AddCell","iTextSharp.text.pdf.PdfPRow.get_MaxHeights",40,0,"0,89","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.AddCell","iTextSharp.text.pdf.PdfPTable.SkipColsWithRowspanAbove",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfPTable.CalculateHeights","iTextSharp.text.pdf.PdfPTable.CalculateHeights",1,0,"0,02","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.CalculateHeights","iTextSharp.text.pdf.PdfPTable.set_TotalWidth",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.CalculateHeights","iTextSharp.text.pdf.PdfPTable.GetRowHeight",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfPTable.EndWritingRows","iTextSharp.text.pdf.PdfPTable.EndWritingRows",2,0,"0,04","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.EndWritingRows","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows",2,0,"0,04","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.EndWritingRows","[clr.dll]",2,2,"0,04","0,04",
"Root","iTextSharp.text.pdf.PdfPTable.GetFittingRows","iTextSharp.text.pdf.PdfPTable.GetFittingRows",4,0,"0,09","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.GetFittingRows","iTextSharp.text.pdf.ColumnText.GoComposite",3,0,"0,07","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.GetFittingRows","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.GetFittingRows","[clr.dll]",1,1,"0,02","0,02",
"Callee","iTextSharp.text.pdf.PdfPTable.GetFittingRows","iTextSharp.text.pdf.PdfPTable+ColumnMeasurementState.BeginCell",3,0,"0,07","0,00",
"Root","iTextSharp.text.pdf.PdfPTable.GetRowHeight","iTextSharp.text.pdf.PdfPTable.GetRowHeight",1,0,"0,02","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.GetRowHeight","iTextSharp.text.pdf.PdfPTable.CalculateHeights",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.GetRowHeight","iTextSharp.text.pdf.PdfPRow.get_MaxHeights",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfPTable.RowSpanAbove","iTextSharp.text.pdf.PdfPTable.RowSpanAbove",1,0,"0,02","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.RowSpanAbove","iTextSharp.text.pdf.PdfPTable.SkipColsWithRowspanAbove",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.RowSpanAbove","[clr.dll]",1,1,"0,02","0,02",
"Root","iTextSharp.text.pdf.PdfPTable.set_TotalWidth","iTextSharp.text.pdf.PdfPTable.set_TotalWidth",1,0,"0,02","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.set_TotalWidth","iTextSharp.text.pdf.ColumnText.GoComposite",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.set_TotalWidth","iTextSharp.text.pdf.PdfPTable.CalculateHeights",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfPTable.SkipColsWithRowspanAbove","iTextSharp.text.pdf.PdfPTable.SkipColsWithRowspanAbove",1,0,"0,02","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.SkipColsWithRowspanAbove","iTextSharp.text.pdf.PdfPTable.AddCell",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.SkipColsWithRowspanAbove","iTextSharp.text.pdf.PdfPTable.RowSpanAbove",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows",25,0,"0,55","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows","iTextSharp.text.pdf.ColumnText.GoComposite",1,0,"0,02","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows",25,0,"0,55","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows","[clr.dll]",3,3,"0,07","0,07",
"Callee","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows","iTextSharp.text.pdf.PdfPRow.WriteCells",21,0,"0,47","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows","iTextSharp.text.pdf.PdfPTable.GetFittingRows",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows",29,0,"0,64","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows","iTextSharp.text.pdf.ColumnText.GoComposite",29,0,"0,64","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows","[clr.dll]",2,2,"0,04","0,04",
"Callee","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows","iTextSharp.text.pdf.PdfPTable.EndWritingRows",2,0,"0,04","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows",25,0,"0,55","0,00",
"Root","iTextSharp.text.pdf.PdfPTable+ColumnMeasurementState.BeginCell","iTextSharp.text.pdf.PdfPTable+ColumnMeasurementState.BeginCell",3,0,"0,07","0,00",
"Caller","iTextSharp.text.pdf.PdfPTable+ColumnMeasurementState.BeginCell","iTextSharp.text.pdf.PdfPTable.GetFittingRows",3,0,"0,07","0,00",
"Callee","iTextSharp.text.pdf.PdfPTable+ColumnMeasurementState.BeginCell","iTextSharp.text.pdf.PdfPCell.GetMaxHeight",3,1,"0,07","0,02",
"Root","iTextSharp.text.pdf.PdfStream.FlateCompress","iTextSharp.text.pdf.PdfStream.FlateCompress",19,0,"0,42","0,00",
"Caller","iTextSharp.text.pdf.PdfStream.FlateCompress","iTextSharp.text.pdf.PdfImage..ctor",19,0,"0,42","0,00",
"Callee","iTextSharp.text.pdf.PdfStream.FlateCompress","[clr.dll]",1,1,"0,02","0,02",
"Callee","iTextSharp.text.pdf.PdfStream.FlateCompress","System.util.zlib.ZDeflaterOutputStream.Finish",6,0,"0,13","0,00",
"Callee","iTextSharp.text.pdf.PdfStream.FlateCompress","System.util.zlib.ZDeflaterOutputStream.Write",12,0,"0,27","0,00",
"Root","iTextSharp.text.pdf.PdfStream.SuperToPdf","iTextSharp.text.pdf.PdfStream.SuperToPdf",2,0,"0,04","0,00",
"Caller","iTextSharp.text.pdf.PdfStream.SuperToPdf","iTextSharp.text.pdf.PdfIndirectObject.WriteTo",2,0,"0,04","0,00",
"Callee","iTextSharp.text.pdf.PdfStream.SuperToPdf","[clr.dll]",1,1,"0,02","0,02",
"Callee","iTextSharp.text.pdf.PdfStream.SuperToPdf","iTextSharp.text.pdf.PdfDictionary.ToPdf",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfWriter..cctor","iTextSharp.text.pdf.PdfWriter..cctor",1,0,"0,02","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter..cctor","[clr.dll]",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter..cctor","[clr.dll]",1,1,"0,02","0,02",
"Root","iTextSharp.text.pdf.PdfWriter..ctor","iTextSharp.text.pdf.PdfWriter..ctor",5,0,"0,11","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter..ctor","iTextSharp.text.pdf.PdfWriter.GetInstance",5,0,"0,11","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter..ctor","[clr.dll]",3,3,"0,07","0,07",
"Callee","iTextSharp.text.pdf.PdfWriter..ctor","iTextSharp.text.pdf.PdfContentByte..ctor",2,0,"0,04","0,00",
"Root","iTextSharp.text.pdf.PdfWriter.Add","iTextSharp.text.pdf.PdfWriter.Add",16,0,"0,35","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.Add","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple",16,0,"0,35","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.Add","[clr.dll]",2,2,"0,04","0,04",
"Callee","iTextSharp.text.pdf.PdfWriter.Add","iTextSharp.text.pdf.PdfWriter.AddToBody",8,0,"0,18","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.Add","iTextSharp.text.pdf.PdfWriter.CheckPdfIsoConformance",5,0,"0,11","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.Add","iTextSharp.text.pdf.PdfWriter+PdfBody.get_IndirectReferenceNumber",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfWriter.Add","iTextSharp.text.pdf.PdfWriter.Add",1,0,"0,02","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.Add","iTextSharp.text.pdf.PdfDocument.NewPage",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.Add","iTextSharp.text.pdf.PdfPages.AddPage",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple",54,0,"1,20","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple","iTextSharp.text.pdf.PdfContentByte.AddImage",54,0,"1,20","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple","[clr.dll]",3,3,"0,07","0,07",
"Callee","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple",51,0,"1,13","0,00",
"Root","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple",51,0,"1,13","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple",51,0,"1,13","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple","[clr.dll]",8,6,"0,18","0,13",
"Callee","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple","iTextSharp.text.pdf.PdfImage..ctor",27,0,"0,60","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple","iTextSharp.text.pdf.PdfWriter.Add",16,0,"0,35","0,00",
"Root","iTextSharp.text.pdf.PdfWriter.AddSharedObjectsToBody","iTextSharp.text.pdf.PdfWriter.AddSharedObjectsToBody",5,0,"0,11","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.AddSharedObjectsToBody","iTextSharp.text.pdf.PdfWriter.Close",5,0,"0,11","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.AddSharedObjectsToBody","[clr.dll]",1,1,"0,02","0,02",
"Callee","iTextSharp.text.pdf.PdfWriter.AddSharedObjectsToBody","iTextSharp.text.pdf.FontDetails.WriteFont",4,0,"0,09","0,00",
"Root","iTextSharp.text.pdf.PdfWriter.AddToBody","iTextSharp.text.pdf.PdfWriter.AddToBody",8,0,"0,18","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.AddToBody","iTextSharp.text.pdf.PdfWriter.Add",8,0,"0,18","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.AddToBody","[clr.dll]",1,1,"0,02","0,02",
"Callee","iTextSharp.text.pdf.PdfWriter.AddToBody","iTextSharp.text.pdf.PdfWriter+PdfBody.Add",7,0,"0,16","0,00",
"Root","iTextSharp.text.pdf.PdfWriter.CheckPdfIsoConformance","iTextSharp.text.pdf.PdfWriter.CheckPdfIsoConformance",5,0,"0,11","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.CheckPdfIsoConformance","iTextSharp.text.pdf.PdfWriter.Add",5,0,"0,11","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.CheckPdfIsoConformance","[clr.dll]",5,5,"0,11","0,11",
"Root","iTextSharp.text.pdf.PdfWriter.Close","iTextSharp.text.pdf.PdfWriter.Close",34,0,"0,75","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.Close","iTextSharp.text.pdf.PdfDocument.Close",34,0,"0,75","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.Close","[clr.dll]",12,12,"0,27","0,27",
"Callee","iTextSharp.text.pdf.PdfWriter.Close","iTextSharp.text.pdf.PdfEncryption.CreateDocumentId",12,0,"0,27","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.Close","iTextSharp.text.pdf.PdfWriter.AddSharedObjectsToBody",5,0,"0,11","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.Close","iTextSharp.text.pdf.PdfWriter.GetCatalog",3,0,"0,07","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.Close","iTextSharp.text.pdf.PdfWriter+PdfBody.WriteCrossReferenceTable",2,0,"0,04","0,00",
"Root","iTextSharp.text.pdf.PdfWriter.get_CurrentPage","iTextSharp.text.pdf.PdfWriter.get_CurrentPage",1,0,"0,02","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.get_CurrentPage","iTextSharp.text.pdf.PdfPages.AddPage",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.get_CurrentPage","[clr.dll]",1,1,"0,02","0,02",
"Root","iTextSharp.text.pdf.PdfWriter.GetCatalog","iTextSharp.text.pdf.PdfWriter.GetCatalog",3,0,"0,07","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.GetCatalog","iTextSharp.text.pdf.PdfWriter.Close",3,0,"0,07","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.GetCatalog","iTextSharp.text.pdf.PdfDocument.GetCatalog",3,0,"0,07","0,00",
"Root","iTextSharp.text.pdf.PdfWriter.GetInstance","iTextSharp.text.pdf.PdfWriter.GetInstance",50,0,"1,11","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.GetInstance","EssaiJobImp.ParseurBL.miseEnForm",50,0,"1,11","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.GetInstance","[clr.dll]",16,16,"0,35","0,35",
"Callee","iTextSharp.text.pdf.PdfWriter.GetInstance","[mscorlib.ni.dll]",1,1,"0,02","0,02",
"Callee","iTextSharp.text.pdf.PdfWriter.GetInstance","iTextSharp.text.Document.AddDocListener",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.GetInstance","iTextSharp.text.pdf.PdfDocument..ctor",26,0,"0,58","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.GetInstance","iTextSharp.text.pdf.PdfDocument.AddWriter",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.GetInstance","iTextSharp.text.pdf.PdfWriter..ctor",5,0,"0,11","0,00",
"Root","iTextSharp.text.pdf.PdfWriter.Open","iTextSharp.text.pdf.PdfWriter.Open",7,0,"0,16","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter.Open","iTextSharp.text.pdf.PdfDocument.Open",7,0,"0,16","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.Open","[clr.dll]",2,2,"0,04","0,04",
"Callee","iTextSharp.text.pdf.PdfWriter.Open","iTextSharp.text.pdf.intern.PdfVersionImp.WriteHeader",2,0,"0,04","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter.Open","iTextSharp.text.pdf.PdfWriter+PdfBody..ctor",3,0,"0,07","0,00",
"Root","iTextSharp.text.pdf.PdfWriter+PdfBody..ctor","iTextSharp.text.pdf.PdfWriter+PdfBody..ctor",3,0,"0,07","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter+PdfBody..ctor","iTextSharp.text.pdf.PdfWriter.Open",3,0,"0,07","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter+PdfBody..ctor","[clr.dll]",1,1,"0,02","0,02",
"Callee","iTextSharp.text.pdf.PdfWriter+PdfBody..ctor","System.util.collections.OrderedTree..ctor",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter+PdfBody..ctor","System.util.collections.OrderedTree.set_Item",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfWriter+PdfBody.Add","iTextSharp.text.pdf.PdfWriter+PdfBody.Add",7,0,"0,16","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter+PdfBody.Add","iTextSharp.text.pdf.PdfWriter.AddToBody",7,0,"0,16","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter+PdfBody.Add","iTextSharp.text.pdf.PdfWriter+PdfBody.Write",7,0,"0,16","0,00",
"Root","iTextSharp.text.pdf.PdfWriter+PdfBody.get_IndirectReferenceNumber","iTextSharp.text.pdf.PdfWriter+PdfBody.get_IndirectReferenceNumber",1,0,"0,02","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter+PdfBody.get_IndirectReferenceNumber","iTextSharp.text.pdf.PdfWriter.Add",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter+PdfBody.get_IndirectReferenceNumber","System.util.collections.OrderedTree.set_Item",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfWriter+PdfBody.Write","iTextSharp.text.pdf.PdfWriter+PdfBody.Write",7,0,"0,16","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter+PdfBody.Write","iTextSharp.text.pdf.PdfWriter+PdfBody.Add",7,0,"0,16","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter+PdfBody.Write","[clr.dll]",1,1,"0,02","0,02",
"Callee","iTextSharp.text.pdf.PdfWriter+PdfBody.Write","iTextSharp.text.pdf.PdfIndirectObject.WriteTo",5,0,"0,11","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter+PdfBody.Write","System.util.collections.OrderedTree.Remove",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.PdfWriter+PdfBody.WriteCrossReferenceTable","iTextSharp.text.pdf.PdfWriter+PdfBody.WriteCrossReferenceTable",2,0,"0,04","0,00",
"Caller","iTextSharp.text.pdf.PdfWriter+PdfBody.WriteCrossReferenceTable","iTextSharp.text.pdf.PdfWriter.Close",2,0,"0,04","0,00",
"Callee","iTextSharp.text.pdf.PdfWriter+PdfBody.WriteCrossReferenceTable","[clr.dll]",1,1,"0,02","0,02",
"Callee","iTextSharp.text.pdf.PdfWriter+PdfBody.WriteCrossReferenceTable","System.util.collections.OrderedTreeEnumerator.MoveNext",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.RandomAccessFileOrArray.ReadLine","iTextSharp.text.pdf.RandomAccessFileOrArray.ReadLine",2,2,"0,04","0,04",
"Caller","iTextSharp.text.pdf.RandomAccessFileOrArray.ReadLine","iTextSharp.text.pdf.Type1Font.Process",2,2,"0,04","0,04",
"Root","iTextSharp.text.pdf.security.DigestAlgorithms.Digest","iTextSharp.text.pdf.security.DigestAlgorithms.Digest",11,0,"0,24","0,00",
"Caller","iTextSharp.text.pdf.security.DigestAlgorithms.Digest","iTextSharp.text.pdf.PdfEncryption.CreateDocumentId",11,0,"0,24","0,00",
"Callee","iTextSharp.text.pdf.security.DigestAlgorithms.Digest","[clr.dll]",7,6,"0,16","0,13",
"Callee","iTextSharp.text.pdf.security.DigestAlgorithms.Digest","iTextSharp.text.pdf.security.DigestAlgorithms.Digest",3,0,"0,07","0,00",
"Callee","iTextSharp.text.pdf.security.DigestAlgorithms.Digest","Org.BouncyCastle.Security.DigestUtilities.GetDigest",1,0,"0,02","0,00",
"Root","iTextSharp.text.pdf.security.DigestAlgorithms.Digest","iTextSharp.text.pdf.security.DigestAlgorithms.Digest",3,0,"0,07","0,00",
"Caller","iTextSharp.text.pdf.security.DigestAlgorithms.Digest","iTextSharp.text.pdf.security.DigestAlgorithms.Digest",3,0,"0,07","0,00",
"Callee","iTextSharp.text.pdf.security.DigestAlgorithms.Digest","[clr.dll]",1,1,"0,02","0,02",
"Callee","iTextSharp.text.pdf.security.DigestAlgorithms.Digest","Org.BouncyCastle.Crypto.Digests.MD5Digest.DoFinal",2,0,"0,04","0,00",
"Root","iTextSharp.text.pdf.Type1Font..ctor","iTextSharp.text.pdf.Type1Font..ctor",33,0,"0,73","0,00",
"Caller","iTextSharp.text.pdf.Type1Font..ctor","iTextSharp.text.pdf.BaseFont.CreateFont",33,0,"0,73","0,00",
"Callee","iTextSharp.text.pdf.Type1Font..ctor","[clr.dll]",5,5,"0,11","0,11",
"Callee","iTextSharp.text.pdf.Type1Font..ctor","[mscorlib.ni.dll]",2,2,"0,04","0,04",
"Callee","iTextSharp.text.pdf.Type1Font..ctor","iTextSharp.text.pdf.BaseFont.CreateEncoding",8,0,"0,18","0,00",
"Callee","iTextSharp.text.pdf.Type1Font..ctor","iTextSharp.text.pdf.Type1Font.Process",18,1,"0,40","0,02",
"Root","iTextSharp.text.pdf.Type1Font.GetRawWidth","iTextSharp.text.pdf.Type1Font.GetRawWidth",1,0,"0,02","0,00",
"Caller","iTextSharp.text.pdf.Type1Font.GetRawWidth","iTextSharp.text.pdf.BaseFont.CreateEncoding",1,0,"0,02","0,00",
"Callee","iTextSharp.text.pdf.Type1Font.GetRawWidth","[mscorlib.ni.dll]",1,1,"0,02","0,02",
"Root","iTextSharp.text.pdf.Type1Font.Process","iTextSharp.text.pdf.Type1Font.Process",18,1,"0,40","0,02",
"Caller","iTextSharp.text.pdf.Type1Font.Process","iTextSharp.text.pdf.Type1Font..ctor",18,1,"0,40","0,02",
"Callee","iTextSharp.text.pdf.Type1Font.Process","[clr.dll]",5,5,"0,11","0,11",
"Callee","iTextSharp.text.pdf.Type1Font.Process","[mscorlib.ni.dll]",4,4,"0,09","0,09",
"Callee","iTextSharp.text.pdf.Type1Font.Process","iTextSharp.text.pdf.RandomAccessFileOrArray.ReadLine",2,2,"0,04","0,04",
"Callee","iTextSharp.text.pdf.Type1Font.Process","System.util.StringTokenizer.NextToken",6,0,"0,13","0,00",
"Root","iTextSharp.text.pdf.Type1Font.WriteFont","iTextSharp.text.pdf.Type1Font.WriteFont",4,0,"0,09","0,00",
"Caller","iTextSharp.text.pdf.Type1Font.WriteFont","iTextSharp.text.pdf.FontDetails.WriteFont",4,0,"0,09","0,00",
"Callee","iTextSharp.text.pdf.Type1Font.WriteFont","[clr.dll]",4,4,"0,09","0,09",
"Root","iTextSharp.text.Phrase.Add","iTextSharp.text.Phrase.Add",1,0,"0,02","0,00",
"Caller","iTextSharp.text.Phrase.Add","iTextSharp.text.Paragraph.Add",1,0,"0,02","0,00",
"Callee","iTextSharp.text.Phrase.Add","[clr.dll]",1,1,"0,02","0,02",
"Root","iTextSharp.text.Phrase.Process","iTextSharp.text.Phrase.Process",4,0,"0,09","0,00",
"Caller","iTextSharp.text.Phrase.Process","iTextSharp.text.pdf.PdfDocument.Add",4,0,"0,09","0,00",
"Callee","iTextSharp.text.Phrase.Process","iTextSharp.text.pdf.PdfDocument.Add",4,0,"0,09","0,00",
"Root","iTextSharp.text.RectangleReadOnly..ctor","iTextSharp.text.RectangleReadOnly..ctor",1,0,"0,02","0,00",
"Caller","iTextSharp.text.RectangleReadOnly..ctor","[clr.dll]",1,0,"0,02","0,00",
"Callee","iTextSharp.text.RectangleReadOnly..ctor","[clr.dll]",1,1,"0,02","0,02",
"Root","iTextSharp.text.Version.GetInstance","iTextSharp.text.Version.GetInstance",1,0,"0,02","0,00",
"Caller","iTextSharp.text.Version.GetInstance","iTextSharp.text.pdf.PdfDocument+PdfInfo.AddProducer",1,0,"0,02","0,00",
"Callee","iTextSharp.text.Version.GetInstance","[mscorlib.ni.dll]",1,1,"0,02","0,02",
"Root","iTextSharp.text.xml.simpleparser.IanaEncodings.GetEncodingNumber","iTextSharp.text.xml.simpleparser.IanaEncodings.GetEncodingNumber",1,0,"0,02","0,00",
"Caller","iTextSharp.text.xml.simpleparser.IanaEncodings.GetEncodingNumber","iTextSharp.text.pdf.BaseFont.NormalizeEncoding",1,0,"0,02","0,00",
"Callee","iTextSharp.text.xml.simpleparser.IanaEncodings.GetEncodingNumber","[mscorlib.ni.dll]",1,1,"0,02","0,02",
"Root","Org.BouncyCastle.Crypto.Digests.GeneralDigest.Finish","Org.BouncyCastle.Crypto.Digests.GeneralDigest.Finish",2,0,"0,04","0,00",
"Caller","Org.BouncyCastle.Crypto.Digests.GeneralDigest.Finish","Org.BouncyCastle.Crypto.Digests.MD5Digest.DoFinal",2,0,"0,04","0,00",
"Callee","Org.BouncyCastle.Crypto.Digests.GeneralDigest.Finish","[clr.dll]",2,2,"0,04","0,04",
"Root","Org.BouncyCastle.Crypto.Digests.MD5Digest..ctor","Org.BouncyCastle.Crypto.Digests.MD5Digest..ctor",1,0,"0,02","0,00",
"Caller","Org.BouncyCastle.Crypto.Digests.MD5Digest..ctor","Org.BouncyCastle.Security.DigestUtilities.GetDigest",1,0,"0,02","0,00",
"Callee","Org.BouncyCastle.Crypto.Digests.MD5Digest..ctor","[clr.dll]",1,1,"0,02","0,02",
"Root","Org.BouncyCastle.Crypto.Digests.MD5Digest.DoFinal","Org.BouncyCastle.Crypto.Digests.MD5Digest.DoFinal",2,0,"0,04","0,00",
"Caller","Org.BouncyCastle.Crypto.Digests.MD5Digest.DoFinal","iTextSharp.text.pdf.security.DigestAlgorithms.Digest",2,0,"0,04","0,00",
"Callee","Org.BouncyCastle.Crypto.Digests.MD5Digest.DoFinal","Org.BouncyCastle.Crypto.Digests.GeneralDigest.Finish",2,0,"0,04","0,00",
"Root","Org.BouncyCastle.Security.DigestUtilities..cctor","Org.BouncyCastle.Security.DigestUtilities..cctor",1,0,"0,02","0,00",
"Caller","Org.BouncyCastle.Security.DigestUtilities..cctor","[clr.dll]",1,0,"0,02","0,00",
"Callee","Org.BouncyCastle.Security.DigestUtilities..cctor","[clr.dll]",1,1,"0,02","0,02",
"Root","Org.BouncyCastle.Security.DigestUtilities.GetDigest","Org.BouncyCastle.Security.DigestUtilities.GetDigest",1,0,"0,02","0,00",
"Caller","Org.BouncyCastle.Security.DigestUtilities.GetDigest","iTextSharp.text.pdf.security.DigestAlgorithms.Digest",1,0,"0,02","0,00",
"Callee","Org.BouncyCastle.Security.DigestUtilities.GetDigest","Org.BouncyCastle.Crypto.Digests.MD5Digest..ctor",1,0,"0,02","0,00",
"Root","System.util.collections.OrderedTree..ctor","System.util.collections.OrderedTree..ctor",1,0,"0,02","0,00",
"Caller","System.util.collections.OrderedTree..ctor","iTextSharp.text.pdf.PdfWriter+PdfBody..ctor",1,0,"0,02","0,00",
"Callee","System.util.collections.OrderedTree..ctor","[clr.dll]",1,1,"0,02","0,02",
"Root","System.util.collections.OrderedTree.Delete","System.util.collections.OrderedTree.Delete",1,0,"0,02","0,00",
"Caller","System.util.collections.OrderedTree.Delete","System.util.collections.OrderedTree.Remove",1,0,"0,02","0,00",
"Callee","System.util.collections.OrderedTree.Delete","[clr.dll]",1,1,"0,02","0,02",
"Root","System.util.collections.OrderedTree.Remove","System.util.collections.OrderedTree.Remove",1,0,"0,02","0,00",
