Type,Nom de fonction racine,Nom de la fonction,Échantillons inclusifs,Échantillons exclusifs,% d'échantillons inclusifs,% d'échantillons exclusifs,
"Caller","System.util.collections.OrderedTree.Remove","iTextSharp.text.pdf.PdfWriter+PdfBody.Write",1,0,"0,02","0,00",
"Callee","System.util.collections.OrderedTree.Remove","System.util.collections.OrderedTree.Delete",1,0,"0,02","0,00",
"Root","System.util.collections.OrderedTree.set_Item","System.util.collections.OrderedTree.set_Item",2,0,"0,04","0,00",
"Caller","System.util.collections.OrderedTree.set_Item","iTextSharp.text.pdf.PdfWriter+PdfBody..ctor",1,0,"0,02","0,00",
"Caller","System.util.collections.OrderedTree.set_Item","iTextSharp.text.pdf.PdfWriter+PdfBody.get_IndirectReferenceNumber",1,0,"0,02","0,00",
"Callee","System.util.collections.OrderedTree.set_Item","[clr.dll]",2,2,"0,04","0,04",
"Root","System.util.collections.OrderedTreeEnumerator.MoveNext","System.util.collections.OrderedTreeEnumerator.MoveNext",1,0,"0,02","0,00",
"Caller","System.util.collections.OrderedTreeEnumerator.MoveNext","iTextSharp.text.pdf.PdfWriter+PdfBody.WriteCrossReferenceTable",1,0,"0,02","0,00",
"Callee","System.util.collections.OrderedTreeEnumerator.MoveNext","[clr.dll]",1,1,"0,02","0,02",
"Root","System.util.StringTokenizer.NextToken","System.util.StringTokenizer.NextToken",8,1,"0,18","0,02",
"Caller","System.util.StringTokenizer.NextToken","iTextSharp.text.pdf.GlyphList..cctor",2,1,"0,04","0,02",
"Caller","System.util.StringTokenizer.NextToken","iTextSharp.text.pdf.Type1Font.Process",6,0,"0,13","0,00",
"Callee","System.util.StringTokenizer.NextToken","[mscorlib.ni.dll]",7,7,"0,16","0,16",
"Root","System.util.zlib.Adler32.adler32","System.util.zlib.Adler32.adler32",4,4,"0,09","0,09",
"Caller","System.util.zlib.Adler32.adler32","System.util.zlib.InfBlocks.inflate_flush",4,4,"0,09","0,09",
"Root","System.util.zlib.Deflate._tr_flush_block","System.util.zlib.Deflate._tr_flush_block",6,0,"0,13","0,00",
"Caller","System.util.zlib.Deflate._tr_flush_block","System.util.zlib.Deflate.deflate_slow",1,0,"0,02","0,00",
"Caller","System.util.zlib.Deflate._tr_flush_block","System.util.zlib.Deflate.flush_block_only",5,0,"0,11","0,00",
"Callee","System.util.zlib.Deflate._tr_flush_block","[clr.dll]",3,3,"0,07","0,07",
"Callee","System.util.zlib.Deflate._tr_flush_block","System.util.zlib.Deflate.send_code",1,0,"0,02","0,00",
"Callee","System.util.zlib.Deflate._tr_flush_block","System.util.zlib.Tree.build_tree",2,0,"0,04","0,00",
"Root","System.util.zlib.Deflate.deflate","System.util.zlib.Deflate.deflate",17,0,"0,38","0,00",
"Caller","System.util.zlib.Deflate.deflate","System.util.zlib.ZDeflaterOutputStream.Finish",6,0,"0,13","0,00",
"Caller","System.util.zlib.Deflate.deflate","System.util.zlib.ZDeflaterOutputStream.Write",11,0,"0,24","0,00",
"Callee","System.util.zlib.Deflate.deflate","[clr.dll]",2,2,"0,04","0,04",
"Callee","System.util.zlib.Deflate.deflate","System.util.zlib.Deflate.deflate_slow",15,3,"0,33","0,07",
"Root","System.util.zlib.Deflate.deflate_slow","System.util.zlib.Deflate.deflate_slow",15,3,"0,33","0,07",
"Caller","System.util.zlib.Deflate.deflate_slow","System.util.zlib.Deflate.deflate",15,3,"0,33","0,07",
"Callee","System.util.zlib.Deflate.deflate_slow","[clr.dll]",2,2,"0,04","0,04",
"Callee","System.util.zlib.Deflate.deflate_slow","System.util.zlib.Deflate._tr_flush_block",1,0,"0,02","0,00",
"Callee","System.util.zlib.Deflate.deflate_slow","System.util.zlib.Deflate.fill_window",1,1,"0,02","0,02",
"Callee","System.util.zlib.Deflate.deflate_slow","System.util.zlib.Deflate.flush_block_only",6,0,"0,13","0,00",
"Callee","System.util.zlib.Deflate.deflate_slow","System.util.zlib.Deflate.longest_match",2,2,"0,04","0,04",
"Root","System.util.zlib.Deflate.deflateInit2","System.util.zlib.Deflate.deflateInit2",1,0,"0,02","0,00",
"Caller","System.util.zlib.Deflate.deflateInit2","System.util.zlib.ZStream.deflateInit",1,0,"0,02","0,00",
"Callee","System.util.zlib.Deflate.deflateInit2","System.util.zlib.Deflate.deflateReset",1,0,"0,02","0,00",
"Root","System.util.zlib.Deflate.deflateReset","System.util.zlib.Deflate.deflateReset",1,0,"0,02","0,00",
"Caller","System.util.zlib.Deflate.deflateReset","System.util.zlib.Deflate.deflateInit2",1,0,"0,02","0,00",
"Callee","System.util.zlib.Deflate.deflateReset","[clr.dll]",1,1,"0,02","0,02",
"Root","System.util.zlib.Deflate.fill_window","System.util.zlib.Deflate.fill_window",1,1,"0,02","0,02",
"Caller","System.util.zlib.Deflate.fill_window","System.util.zlib.Deflate.deflate_slow",1,1,"0,02","0,02",
"Root","System.util.zlib.Deflate.flush_block_only","System.util.zlib.Deflate.flush_block_only",6,0,"0,13","0,00",
"Caller","System.util.zlib.Deflate.flush_block_only","System.util.zlib.Deflate.deflate_slow",6,0,"0,13","0,00",
"Callee","System.util.zlib.Deflate.flush_block_only","[clr.dll]",1,1,"0,02","0,02",
"Callee","System.util.zlib.Deflate.flush_block_only","System.util.zlib.Deflate._tr_flush_block",5,0,"0,11","0,00",
"Root","System.util.zlib.Deflate.longest_match","System.util.zlib.Deflate.longest_match",2,2,"0,04","0,04",
"Caller","System.util.zlib.Deflate.longest_match","System.util.zlib.Deflate.deflate_slow",2,2,"0,04","0,04",
"Root","System.util.zlib.Deflate.send_bits","System.util.zlib.Deflate.send_bits",1,1,"0,02","0,02",
"Caller","System.util.zlib.Deflate.send_bits","System.util.zlib.Deflate.send_code",1,1,"0,02","0,02",
"Root","System.util.zlib.Deflate.send_code","System.util.zlib.Deflate.send_code",1,0,"0,02","0,00",
"Caller","System.util.zlib.Deflate.send_code","System.util.zlib.Deflate._tr_flush_block",1,0,"0,02","0,00",
"Callee","System.util.zlib.Deflate.send_code","System.util.zlib.Deflate.send_bits",1,1,"0,02","0,02",
"Root","System.util.zlib.InfBlocks..ctor","System.util.zlib.InfBlocks..ctor",1,0,"0,02","0,00",
"Caller","System.util.zlib.InfBlocks..ctor","System.util.zlib.Inflate.inflateInit",1,0,"0,02","0,00",
"Callee","System.util.zlib.InfBlocks..ctor","System.util.zlib.InfBlocks.reset",1,0,"0,02","0,00",
"Root","System.util.zlib.InfBlocks.inflate_flush","System.util.zlib.InfBlocks.inflate_flush",4,0,"0,09","0,00",
"Caller","System.util.zlib.InfBlocks.inflate_flush","System.util.zlib.InfCodes.proc",4,0,"0,09","0,00",
"Callee","System.util.zlib.InfBlocks.inflate_flush","System.util.zlib.Adler32.adler32",4,4,"0,09","0,09",
"Root","System.util.zlib.InfBlocks.proc","System.util.zlib.InfBlocks.proc",15,0,"0,33","0,00",
"Caller","System.util.zlib.InfBlocks.proc","System.util.zlib.Inflate.inflate",15,0,"0,33","0,00",
"Callee","System.util.zlib.InfBlocks.proc","[clr.dll]",4,4,"0,09","0,09",
"Callee","System.util.zlib.InfBlocks.proc","System.util.zlib.InfCodes.proc",8,0,"0,18","0,00",
"Callee","System.util.zlib.InfBlocks.proc","System.util.zlib.InfTree.inflate_trees_bits",3,0,"0,07","0,00",
"Root","System.util.zlib.InfBlocks.reset","System.util.zlib.InfBlocks.reset",1,0,"0,02","0,00",
"Caller","System.util.zlib.InfBlocks.reset","System.util.zlib.InfBlocks..ctor",1,0,"0,02","0,00",
"Callee","System.util.zlib.InfBlocks.reset","[clr.dll]",1,1,"0,02","0,02",
"Root","System.util.zlib.InfCodes.inflate_fast","System.util.zlib.InfCodes.inflate_fast",2,2,"0,04","0,04",
"Caller","System.util.zlib.InfCodes.inflate_fast","System.util.zlib.InfCodes.proc",2,2,"0,04","0,04",
"Root","System.util.zlib.InfCodes.proc","System.util.zlib.InfCodes.proc",8,0,"0,18","0,00",
"Caller","System.util.zlib.InfCodes.proc","System.util.zlib.InfBlocks.proc",8,0,"0,18","0,00",
"Callee","System.util.zlib.InfCodes.proc","[clr.dll]",2,2,"0,04","0,04",
"Callee","System.util.zlib.InfCodes.proc","System.util.zlib.InfBlocks.inflate_flush",4,0,"0,09","0,00",
"Callee","System.util.zlib.InfCodes.proc","System.util.zlib.InfCodes.inflate_fast",2,2,"0,04","0,04",
"Root","System.util.zlib.Inflate.inflate","System.util.zlib.Inflate.inflate",20,0,"0,44","0,00",
"Caller","System.util.zlib.Inflate.inflate","System.util.zlib.ZInflaterInputStream.Read",20,0,"0,44","0,00",
"Callee","System.util.zlib.Inflate.inflate","[clr.dll]",5,5,"0,11","0,11",
"Callee","System.util.zlib.Inflate.inflate","System.util.zlib.InfBlocks.proc",15,0,"0,33","0,00",
"Root","System.util.zlib.Inflate.inflateInit","System.util.zlib.Inflate.inflateInit",1,0,"0,02","0,00",
"Caller","System.util.zlib.Inflate.inflateInit","System.util.zlib.ZStream.inflateInit",1,0,"0,02","0,00",
"Callee","System.util.zlib.Inflate.inflateInit","System.util.zlib.InfBlocks..ctor",1,0,"0,02","0,00",
"Root","System.util.zlib.InfTree.inflate_trees_bits","System.util.zlib.InfTree.inflate_trees_bits",3,0,"0,07","0,00",
"Caller","System.util.zlib.InfTree.inflate_trees_bits","System.util.zlib.InfBlocks.proc",3,0,"0,07","0,00",
"Callee","System.util.zlib.InfTree.inflate_trees_bits","[clr.dll]",3,3,"0,07","0,07",
"Root","System.util.zlib.Tree.build_tree","System.util.zlib.Tree.build_tree",2,0,"0,04","0,00",
"Caller","System.util.zlib.Tree.build_tree","System.util.zlib.Deflate._tr_flush_block",2,0,"0,04","0,00",
"Callee","System.util.zlib.Tree.build_tree","[clr.dll]",1,1,"0,02","0,02",
"Callee","System.util.zlib.Tree.build_tree","System.util.zlib.Tree.gen_codes",1,0,"0,02","0,00",
"Root","System.util.zlib.Tree.gen_codes","System.util.zlib.Tree.gen_codes",1,0,"0,02","0,00",
"Caller","System.util.zlib.Tree.gen_codes","System.util.zlib.Tree.build_tree",1,0,"0,02","0,00",
"Callee","System.util.zlib.Tree.gen_codes","[clr.dll]",1,1,"0,02","0,02",
"Root","System.util.zlib.ZDeflaterOutputStream..ctor","System.util.zlib.ZDeflaterOutputStream..ctor",2,0,"0,04","0,00",
"Caller","System.util.zlib.ZDeflaterOutputStream..ctor","iTextSharp.text.pdf.PdfImage..ctor",2,0,"0,04","0,00",
"Callee","System.util.zlib.ZDeflaterOutputStream..ctor","System.util.zlib.ZStream.deflateInit",2,0,"0,04","0,00",
"Root","System.util.zlib.ZDeflaterOutputStream..ctor","System.util.zlib.ZDeflaterOutputStream..ctor",1,0,"0,02","0,00",
"Caller","System.util.zlib.ZDeflaterOutputStream..ctor","iTextSharp.text.pdf.PdfImage..ctor",1,0,"0,02","0,00",
"Callee","System.util.zlib.ZDeflaterOutputStream..ctor","[clr.dll]",1,1,"0,02","0,02",
"Root","System.util.zlib.ZDeflaterOutputStream.Finish","System.util.zlib.ZDeflaterOutputStream.Finish",6,0,"0,13","0,00",
"Caller","System.util.zlib.ZDeflaterOutputStream.Finish","iTextSharp.text.pdf.PdfStream.FlateCompress",6,0,"0,13","0,00",
"Callee","System.util.zlib.ZDeflaterOutputStream.Finish","System.util.zlib.Deflate.deflate",6,0,"0,13","0,00",
"Root","System.util.zlib.ZDeflaterOutputStream.Write","System.util.zlib.ZDeflaterOutputStream.Write",12,0,"0,27","0,00",
"Caller","System.util.zlib.ZDeflaterOutputStream.Write","iTextSharp.text.pdf.PdfStream.FlateCompress",12,0,"0,27","0,00",
"Callee","System.util.zlib.ZDeflaterOutputStream.Write","[clr.dll]",1,1,"0,02","0,02",
"Callee","System.util.zlib.ZDeflaterOutputStream.Write","System.util.zlib.Deflate.deflate",11,0,"0,24","0,00",
"Root","System.util.zlib.ZInflaterInputStream..ctor","System.util.zlib.ZInflaterInputStream..ctor",2,0,"0,04","0,00",
"Caller","System.util.zlib.ZInflaterInputStream..ctor","System.util.zlib.ZInflaterInputStream..ctor",2,0,"0,04","0,00",
"Callee","System.util.zlib.ZInflaterInputStream..ctor","System.util.zlib.ZStream.inflateInit",2,0,"0,04","0,00",
"Root","System.util.zlib.ZInflaterInputStream..ctor","System.util.zlib.ZInflaterInputStream..ctor",2,0,"0,04","0,00",
"Caller","System.util.zlib.ZInflaterInputStream..ctor","iTextSharp.text.pdf.codec.PngImage.GetImage",2,0,"0,04","0,00",
"Callee","System.util.zlib.ZInflaterInputStream..ctor","System.util.zlib.ZInflaterInputStream..ctor",2,0,"0,04","0,00",
"Root","System.util.zlib.ZInflaterInputStream.Read","System.util.zlib.ZInflaterInputStream.Read",22,0,"0,49","0,00",
"Caller","System.util.zlib.ZInflaterInputStream.Read","iTextSharp.text.pdf.codec.PngImage.ReadFully",4,0,"0,09","0,00",
"Caller","System.util.zlib.ZInflaterInputStream.Read","System.util.zlib.ZInflaterInputStream.ReadByte",18,0,"0,40","0,00",
"Callee","System.util.zlib.ZInflaterInputStream.Read","[clr.dll]",2,2,"0,04","0,04",
"Callee","System.util.zlib.ZInflaterInputStream.Read","System.util.zlib.Inflate.inflate",20,0,"0,44","0,00",
"Root","System.util.zlib.ZInflaterInputStream.ReadByte","System.util.zlib.ZInflaterInputStream.ReadByte",19,0,"0,42","0,00",
"Caller","System.util.zlib.ZInflaterInputStream.ReadByte","iTextSharp.text.pdf.codec.PngImage.DecodePass",19,0,"0,42","0,00",
"Callee","System.util.zlib.ZInflaterInputStream.ReadByte","[clr.dll]",1,1,"0,02","0,02",
"Callee","System.util.zlib.ZInflaterInputStream.ReadByte","System.util.zlib.ZInflaterInputStream.Read",18,0,"0,40","0,00",
"Root","System.util.zlib.ZStream.deflateInit","System.util.zlib.ZStream.deflateInit",2,0,"0,04","0,00",
"Caller","System.util.zlib.ZStream.deflateInit","System.util.zlib.ZDeflaterOutputStream..ctor",2,0,"0,04","0,00",
"Callee","System.util.zlib.ZStream.deflateInit","[clr.dll]",1,1,"0,02","0,02",
"Callee","System.util.zlib.ZStream.deflateInit","System.util.zlib.Deflate.deflateInit2",1,0,"0,02","0,00",
"Root","System.util.zlib.ZStream.inflateInit","System.util.zlib.ZStream.inflateInit",2,0,"0,04","0,00",
"Caller","System.util.zlib.ZStream.inflateInit","System.util.zlib.ZInflaterInputStream..ctor",2,0,"0,04","0,00",
"Callee","System.util.zlib.ZStream.inflateInit","[clr.dll]",1,1,"0,02","0,02",
"Callee","System.util.zlib.ZStream.inflateInit","System.util.zlib.Inflate.inflateInit",1,0,"0,02","0,00",
